annual_inc,application_type,bc_open_to_buy,bc_util,home_ownership,int_rate,loan_amnt,max_bal_bc,percent_bc_gt_75,term,title,total_bc_limit,total_rec_int,total_rev_hi_lim,verification_status,grade_int,emp_length_int
92000,Joint App,3225,80.3,MORTGAGE,10.72,40000,6435,60, 36 months,Credit card refinancing,16400,718.12,41100,Source Verified,6,5
21948,Individual,68738,10.8,OWN,10.72,7200,3300,8.3, 36 months,Credit card refinancing,77100,118.54,78600,Not Verified,6,
105000,Individual,60333,7.9,MORTGAGE,11.8,35000,2487,0, 60 months,Debt consolidation,65500,424.47,65500,Verified,6,5
40300,Individual,14526,42.4,RENT,12.98,7200,5498,0, 36 months,Debt consolidation,25200,143.6,40800,Source Verified,6,2
65000,Individual,1589,94.5,MORTGAGE,10.33,15000,8133,100, 60 months,Debt consolidation,28800,239.38,42600,Source Verified,6,5
114000,Individual,8943,67.4,RENT,10.72,34450,9654,20, 36 months,Debt consolidation,27400,567.19,35100,Source Verified,6,3
49000,Individual,10785,26.6,MORTGAGE,8.19,10000,2711,0, 36 months,Debt consolidation,14700,125.72,17200,Source Verified,7,4
79000,Individual,11550,23,RENT,8.81,5000,2726,0, 36 months,Credit card refinancing,15000,67.63,15000,Not Verified,7,4
140000,Individual,17358,67.9,MORTGAGE,7.02,14000,11818,37.5, 36 months,Other,48900,150.83,87700,Not Verified,7,5
100000,Individual,29355,20.2,MORTGAGE,10.33,6000,3755,0, 36 months,Debt consolidation,36800,95.18,69700,Not Verified,6,2
103928,Individual,2316,89.8,MORTGAGE,11.8,12000,9341,75, 60 months,Credit card refinancing,22800,218.82,73000,Not Verified,6,5
75000,Individual,58855,16.8,MORTGAGE,11.8,27500,5701,0, 60 months,Debt consolidation,70700,153.23,89700,Source Verified,6,2
70000,Individual,4004,70.1,MORTGAGE,11.31,4800,7876,50, 36 months,Vacation,13400,83.39,26700,Not Verified,6,2
110000,Joint App,18654,75.6,MORTGAGE,8.19,40000,28758,40, 36 months,Debt consolidation,76300,593.88,101300,Verified,7,5
124000,Individual,69588,39.3,RENT,11.8,37800,16411,0, 60 months,Credit card refinancing,114700,470.82,118700,Not Verified,6,5
62000,Individual,643,96.4,ANY,11.31,20000,9360,100, 36 months,Credit card refinancing,17800,347.45,20800,Source Verified,6,4
85000,Individual,30479,50.4,MORTGAGE,8.19,32000,11516,16.7, 60 months,Debt consolidation,61400,404.72,72800,Not Verified,7,5
34500,Individual,12540,3.5,MORTGAGE,8.81,2400,328,0, 36 months,Vacation,13000,32.46,16400,Source Verified,7,5
130000,Individual,12698,5.2,OWN,10.72,20000,489,0, 36 months,Debt consolidation,13400,329.28,18100,Source Verified,6,5
38404,Individual,11180,46.8,RENT,7.02,10000,4385,33.3, 36 months,Credit card refinancing,21000,107.74,21000,Not Verified,7,
33000,Individual,7144,11.8,MORTGAGE,12.98,1000,956,0, 36 months,Credit card refinancing,8100,19.95,16600,Not Verified,6,1
100000,Individual,18721,65.7,MORTGAGE,12.98,25000,9017,33.3, 60 months,Debt consolidation,54600,501.55,77100,Not Verified,6,
59500,Individual,17778,14.9,RENT,10.72,8000,3111,0, 36 months,Debt consolidation,20900,131.71,30800,Source Verified,6,5
36000,Individual,,,MORTGAGE,7.56,10000,0,, 36 months,Credit card refinancing,0,126.54,13000,Not Verified,7,
65000,Individual,44489,8.8,RENT,11.8,30000,2206,0, 60 months,Debt consolidation,48800,547.04,50500,Verified,6,1
65000,Individual,42008,24,MORTGAGE,7.56,13200,11658,0, 36 months,Debt consolidation,55300,153.16,139900,Source Verified,7,5
59360,Individual,5,100,MORTGAGE,8.19,22000,6053,100, 60 months,Debt consolidation,14700,277.87,24100,Source Verified,7,4
81000,Individual,13241,0.4,MORTGAGE,6.46,4200,59,0, 36 months,Credit card refinancing,13300,37.97,33600,Not Verified,7,5
47064,Individual,19211,12.3,RENT,8.81,10000,2689,0, 36 months,Other,21900,135.25,41400,Not Verified,7,
140000,Individual,6085,82.1,RENT,6.46,35000,27915,100, 36 months,Credit card refinancing,34000,346.96,34400,Not Verified,7,3
59740,Individual,57666,16.2,MORTGAGE,7.56,6000,8452,16.7, 36 months,Credit card refinancing,68800,50.72,77300,Not Verified,7,
80000,Individual,37053,37,RENT,10.33,30000,8541,25, 36 months,Debt consolidation,58800,475.92,68100,Not Verified,6,5
115000,Individual,28064,41.5,MORTGAGE,7.56,10000,19233,0, 36 months,Debt consolidation,48000,116.04,59500,Not Verified,7,5
58000,Individual,11962,53.6,RENT,12.98,20000,9518,25, 60 months,Debt consolidation,25800,401.25,48800,Not Verified,6,3
88000,Individual,6203,74.7,MORTGAGE,11.8,15000,11589,33.3, 36 months,Debt consolidation,24500,325.98,34900,Verified,6,5
43000,Individual,10001,44.1,MORTGAGE,12.98,10000,3622,50, 60 months,Home improvement,17900,229.47,34700,Verified,6,4
50000,Individual,16532,10.2,RENT,10.72,6000,1121,0, 36 months,Debt consolidation,18400,91.72,19300,Source Verified,6,1
40000,Individual,34992,17.3,RENT,8.81,5000,3188,0, 36 months,Car financing,42300,67.63,42800,Not Verified,7,2
86000,Individual,18191,7.7,OWN,8.19,20000,1502,0, 36 months,Debt consolidation,19700,252.34,23200,Not Verified,7,2
55000,Individual,6099,39,RENT,7.02,6000,3901,0, 36 months,Credit card refinancing,10000,64.64,12500,Not Verified,7,5
60000,Individual,7822,43.7,RENT,11.8,6000,3059,0, 36 months,Debt consolidation,13900,108.76,13900,Source Verified,6,4
40000,Joint App,66074,7.5,RENT,8.19,7000,3901,10, 36 months,Debt consolidation,71400,64.12,89000,Not Verified,7,5
128000,Individual,20935,11.3,MORTGAGE,11.31,3150,2148,0, 36 months,Debt consolidation,23600,54.72,23600,Source Verified,6,5
65000,Individual,54248,14.8,RENT,7.56,15000,5083,11.1, 36 months,Credit card refinancing,63700,139.4,67300,Source Verified,7,1
70000,Individual,29674,8.7,MORTGAGE,10.33,20000,1429,0, 60 months,Home buying,32500,319.17,47700,Not Verified,6,5
73500,Individual,10836,40.8,OWN,8.19,10000,2279,25, 60 months,Credit card refinancing,18300,126.48,44100,Not Verified,7,5
102000,Individual,774,94.8,MORTGAGE,10.33,30000,14226,100, 36 months,Credit card refinancing,15000,475.92,32000,Verified,6,
71000,Individual,8500,12.4,MORTGAGE,6.46,10000,814,0, 36 months,Debt consolidation,9700,99.13,20400,Source Verified,7,5
62000,Individual,12672,53.1,RENT,11.31,13000,14328,0, 60 months,Debt consolidation,27000,227.18,27800,Not Verified,6,
110000,Joint App,57575,17.5,MORTGAGE,8.19,32000,8820,0, 60 months,Medical expenses,69800,404.72,74200,Source Verified,7,1
35000,Individual,6336,14.4,OWN,7.56,5000,958,0, 36 months,Debt consolidation,7400,64.32,10900,Not Verified,7,
85000,Individual,6486,60,RENT,10.72,20400,4175,25, 36 months,Debt consolidation,16200,335.87,27800,Source Verified,6,1
125000,Individual,36838,50.2,MORTGAGE,8.19,30000,19667,33.3, 60 months,Debt consolidation,74000,379.43,74000,Source Verified,7,2
22839,Individual,2072,58.6,MORTGAGE,12.98,10000,1707,33.3, 60 months,Credit card refinancing,5000,200.62,6400,Not Verified,6,
28150,Individual,13189,36,MORTGAGE,10.72,7000,3850,37.5, 36 months,Credit card refinancing,20600,115.25,21100,Not Verified,6,4
110000,Joint App,29961,41.5,MORTGAGE,6.46,20000,16203,0, 36 months,Debt consolidation,51200,198.26,76900,Not Verified,7,3
325000,Joint App,114897,0,MORTGAGE,8.19,30000,6873,0, 60 months,Debt consolidation,121900,379.43,121900,Verified,7,3
30600,Individual,2943,69,MORTGAGE,11.8,5000,6557,0, 36 months,Debt consolidation,9500,90.63,13600,Not Verified,6,
62000,Individual,10986,65,MORTGAGE,8.19,22000,14895,33.3, 60 months,Credit card refinancing,31400,203.17,35700,Not Verified,7,
90000,Individual,40447,52.9,MORTGAGE,6.46,40000,25259,28.6, 36 months,Credit card refinancing,85900,396.52,91000,Source Verified,7,2
90000,Joint App,29043,52.5,RENT,10.33,15000,8274,45.5, 36 months,Credit card refinancing,61200,237.95,67600,Verified,6,1
68000,Individual,12117,13.5,OWN,8.19,7500,1503,25, 36 months,Credit card refinancing,14000,94.3,26800,Source Verified,7,5
50000,Individual,9269,47,RENT,6.46,13500,5566,50, 36 months,Credit card refinancing,17500,133.83,22500,Not Verified,7,5
150000,Joint App,21499,62.2,MORTGAGE,8.19,30000,13306,40, 36 months,Debt consolidation,56900,377.16,93400,Source Verified,7,5
48000,Joint App,27999,33.8,MORTGAGE,11.8,36000,30350,50, 60 months,Debt consolidation,71300,656.44,72800,Not Verified,6,5
80000,Joint App,12427,67.6,MORTGAGE,8.19,5000,6939,50, 36 months,Credit card refinancing,38300,62.86,62700,Source Verified,7,4
92000,Individual,25927,0,MORTGAGE,8.19,14000,10073,33.3, 60 months,Debt consolidation,36000,177.07,43100,Not Verified,7,3
146079,Individual,41512,23.1,MORTGAGE,11.8,18000,6311,20, 60 months,Credit card refinancing,54000,257.42,79700,Source Verified,6,1
75000,Individual,38951,46.3,RENT,6.46,16000,15343,33.3, 36 months,Debt consolidation,72500,158.61,72500,Source Verified,7,1
82000,Individual,5377,75.9,MORTGAGE,12.98,12600,10332,50, 60 months,Credit card refinancing,22300,252.78,32300,Source Verified,6,2
29000,Individual,7534,13.4,RENT,11.8,5500,481,40, 36 months,Debt consolidation,8700,99.7,40200,Source Verified,6,5
55050,Individual,34186,42.5,RENT,6.46,8000,11144,20, 36 months,Debt consolidation,59500,79.31,76300,Not Verified,7,5
49000,Individual,9393,18.3,MORTGAGE,8.81,10000,860,0, 36 months,Debt consolidation,11500,135.25,16000,Not Verified,7,4
75000,Individual,33578,28.3,RENT,6.46,16000,5409,0, 36 months,Debt consolidation,46800,141.39,52500,Not Verified,7,4
90000,Individual,2202,47.6,MORTGAGE,11.8,3000,1998,0, 36 months,Major purchase,4200,54.38,6500,Source Verified,6,5
105000,Individual,2672,88.1,MORTGAGE,8.19,32000,8693,75, 60 months,Debt consolidation,22500,404.72,77000,Not Verified,7,5
65000,Individual,4393,52.8,OWN,11.8,15000,2903,0, 36 months,Debt consolidation,9300,227.65,9300,Source Verified,6,5
45000,Individual,9198,48.6,MORTGAGE,6.46,10000,7179,20, 36 months,Debt consolidation,17900,99.13,30400,Not Verified,7,3
345000,Individual,14276,79.4,RENT,11.8,35000,30177,75, 36 months,Credit card refinancing,100000,634.43,100000,Source Verified,6,3
48000,Individual,19882,11.6,OWN,12.98,8000,1488,0, 36 months,Credit card refinancing,22500,159.55,26700,Source Verified,6,2
72000,Individual,66790,16.2,MORTGAGE,10.33,14000,3876,27.3, 36 months,Credit card refinancing,79700,226.11,79700,Source Verified,6,5
40320,Individual,8708,42.3,MORTGAGE,8.81,5000,4125,0, 36 months,Credit card refinancing,15100,67.63,21300,Not Verified,7,5
75000,Joint App,166389,11.7,MORTGAGE,8.19,40000,6847,0, 60 months,Debt consolidation,188500,505.9,220100,Not Verified,7,5
134000,Individual,61857,19.4,OWN,7.02,33000,7000,0, 36 months,Debt consolidation,76700,413.44,113400,Source Verified,7,5
40000,Individual,26,99.3,MORTGAGE,11.8,10000,3474,100, 36 months,Debt consolidation,3500,181.27,8700,Verified,6,3
170000,Joint App,2024,46.7,MORTGAGE,8.81,40000,1776,0, 36 months,Credit card refinancing,3800,541.02,7400,Source Verified,7,5
23000,Joint App,10946,62,OWN,10.72,14000,2930,60, 36 months,Credit card refinancing,28800,230.49,55900,Not Verified,6,
39000,Individual,9119,50.4,RENT,10.33,14000,8246,0, 60 months,Credit card refinancing,18400,223.42,20400,Not Verified,6,4
98000,Individual,18772,32.7,MORTGAGE,6.46,11500,8742,33.3, 36 months,Credit card refinancing,27900,136.7,27900,Not Verified,7,5
51000,Individual,6396,45.8,MORTGAGE,8.19,8000,3620,0, 36 months,Home improvement,11800,115.14,16600,Source Verified,7,5
42000,Individual,27163,34.2,OWN,8.81,16000,12968,0, 36 months,Credit card refinancing,41300,196.83,57800,Source Verified,7,3
154000,Individual,6774,87.8,MORTGAGE,12.98,40000,17928,83.3, 36 months,Debt consolidation,55300,797.75,55300,Source Verified,6,4
100000,Individual,56249,22.6,MORTGAGE,6.46,18000,5897,0, 36 months,Debt consolidation,72700,178.43,86000,Not Verified,7,4
31500,Individual,12399,36.1,MORTGAGE,6.46,6000,3535,0, 36 months,Credit card refinancing,19400,59.47,31400,Source Verified,7,
74000,Individual,48108,24.4,MORTGAGE,8.19,9000,5805,0, 36 months,Debt consolidation,63600,113.15,72200,Not Verified,7,5
50000,Individual,5403,33.3,RENT,11.8,17500,2500,0, 36 months,Debt consolidation,8100,317.22,10500,Source Verified,6,5
30000,Individual,9356,23.9,OWN,6.46,2800,1614,0, 36 months,Credit card refinancing,12300,22.72,15600,Not Verified,7,1
240000,Individual,22857,73.4,RENT,8.19,40000,16276,44.4, 36 months,Debt consolidation,86000,502.88,90600,Source Verified,7,3
80000,Individual,2646,82.1,RENT,12.98,12000,7836,33.3, 60 months,Debt consolidation,14800,240.74,21500,Verified,6,4
85000,Individual,13455,67.9,MORTGAGE,8.19,30000,8611,36.4, 36 months,Credit card refinancing,41900,377.16,59100,Source Verified,7,2
80000,Individual,14559,13.3,OWN,7.02,21000,2228,0, 36 months,Credit card refinancing,16800,226.24,19300,Source Verified,7,4
87360,Individual,4334,52.9,MORTGAGE,8.81,10000,1697,16.7, 60 months,Credit card refinancing,9200,136.07,17200,Source Verified,7,5
125000,Joint App,61013,20.5,MORTGAGE,7.56,15000,11994,20, 36 months,Debt consolidation,76700,174.05,76700,Not Verified,7,3
25000,Individual,280,91.5,RENT,12.98,3500,2447,50, 36 months,Other,3300,69.8,6800,Not Verified,6,5
45000,Individual,13263,51.4,MORTGAGE,10.72,15000,7920,20, 36 months,Debt consolidation,27300,246.96,28100,Not Verified,6,5
54000,Individual,3200,0,RENT,10.33,8000,0,0, 36 months,Debt consolidation,3200,126.91,3200,Source Verified,6,2
125000,Individual,12594,77.7,MORTGAGE,10.33,40000,12468,62.5, 60 months,Debt consolidation,56500,638.35,67100,Source Verified,6,5
164000,Individual,55154,38.4,MORTGAGE,8.19,17500,8562,0, 60 months,Debt consolidation,89600,221.34,115600,Not Verified,7,3
52000,Individual,11766,3.6,RENT,11.31,3300,382,0, 36 months,Debt consolidation,12200,55.75,27500,Not Verified,6,
32000,Individual,2078,30.7,MORTGAGE,10.33,3000,922,50, 36 months,Debt consolidation,3000,47.59,14400,Not Verified,6,3
40000,Joint App,8251,32.4,RENT,8.19,20000,1628,0, 36 months,Other,12200,163.8,13200,Source Verified,7,1
34800,Individual,6613,47.9,MORTGAGE,10.33,5000,3496,25, 36 months,Debt consolidation,12700,35.37,17200,Not Verified,6,
73000,Individual,8468,48.7,MORTGAGE,11.8,14000,4618,66.7, 60 months,Debt consolidation,16500,255.28,25700,Not Verified,6,5
63000,Individual,17564,23.6,MORTGAGE,8.81,10000,2286,0, 36 months,Debt consolidation,23000,135.25,35600,Not Verified,7,3
84000,Individual,4749,78.2,OWN,11.8,25000,7617,50, 60 months,Credit card refinancing,21800,455.86,39000,Source Verified,6,5
175000,Individual,31943,78.5,MORTGAGE,8.19,40000,27485,50, 60 months,Debt consolidation,148400,505.9,150200,Not Verified,7,1
90001,Individual,13429,52.7,MORTGAGE,6.46,12000,5104,50, 36 months,Credit card refinancing,28400,118.96,31700,Source Verified,7,5
63000,Individual,16718,50.2,RENT,12.98,13000,8865,33.3, 36 months,Debt consolidation,33600,259.27,37700,Source Verified,6,3
40000,Individual,6788,41,RENT,10.33,5000,4712,0, 36 months,Credit card refinancing,11500,79.32,12000,Verified,6,4
100000,Individual,14198,33,MORTGAGE,12.98,35000,5019,20, 60 months,Debt consolidation,21200,702.17,42000,Source Verified,6,5
9000,Individual,137,84.8,ANY,12.98,3500,431,100, 36 months,Credit card refinancing,900,50.48,1900,Not Verified,6,
110000,Individual,9289,38.1,OWN,11.8,20000,2891,0, 60 months,Debt consolidation,15000,364.69,74000,Not Verified,6,1
30000,Individual,20106,1,RENT,8.81,6000,194,0, 36 months,Debt consolidation,20300,95.84,23000,Not Verified,7,3
60000,Individual,84321,4.1,RENT,12.98,11200,3200,0, 60 months,Debt consolidation,87900,172.2,95000,Not Verified,6,2
48000,Individual,11246,27,RENT,11.31,7000,2454,0, 36 months,Business,15400,121.6,21800,Source Verified,6,2
24000,Individual,10100,29.4,RENT,7.02,10500,2934,0, 36 months,Debt consolidation,14300,113.12,14300,Source Verified,7,4
36700,Individual,2141,67.1,OWN,11.8,11000,3926,66.7, 60 months,Debt consolidation,6500,200.58,8000,Not Verified,6,1
104000,Individual,3900,84.4,MORTGAGE,7.02,22000,21100,100, 36 months,Credit card refinancing,25000,237.02,25000,Source Verified,7,2
40000,Individual,229,97.3,MORTGAGE,7.56,10000,4313,100, 36 months,Debt consolidation,8600,124.44,20800,Not Verified,7,1
54000,Individual,33287,16.8,RENT,7.56,8000,6611,0, 36 months,Debt consolidation,40000,92.83,48700,Not Verified,7,1
75000,Individual,30444,52.2,OWN,11.8,25000,7133,15.4, 36 months,Debt consolidation,63700,453.16,112500,Source Verified,6,
170000,Individual,51071,40.3,MORTGAGE,7.56,34000,15795,20, 36 months,Debt consolidation,85500,394.52,97500,Not Verified,7,1
36000,Individual,8628,4.1,RENT,8.81,5000,372,0, 36 months,Debt consolidation,9000,67.63,9000,Not Verified,7,2
36000,Individual,9883,41.9,MORTGAGE,8.81,15000,4679,0, 36 months,Debt consolidation,17000,202.89,21800,Not Verified,7,
84500,Individual,21678,23.4,RENT,11.31,15500,5809,0, 60 months,Credit card refinancing,28300,270.87,41900,Source Verified,6,2
87000,Individual,56172,15.1,RENT,12.98,35000,3000,0, 60 months,Debt consolidation,66200,828.37,83200,Not Verified,6,1
46000,Individual,633,85.9,RENT,11.31,7000,1533,100, 36 months,Debt consolidation,4500,121.6,6500,Not Verified,6,1
60000,Individual,43651,11.3,MORTGAGE,7.02,8000,5549,0, 36 months,Major purchase,49200,86.19,53200,Not Verified,7,5
70000,Individual,11755,36.1,MORTGAGE,12.98,13000,5520,0, 36 months,Debt consolidation,18400,250.46,27300,Not Verified,6,2
45500,Joint App,45800,18.4,MORTGAGE,8.19,38500,5165,0, 60 months,Debt consolidation,56100,486.93,58100,Source Verified,7,3
30000,Individual,31052,31,RENT,7.02,15000,4926,16.7, 36 months,Debt consolidation,45000,161.6,48100,Source Verified,7,2
45000,Individual,5771,59.9,RENT,8.81,8000,4845,0, 36 months,Debt consolidation,14400,104.29,25200,Not Verified,7,5
80000,Individual,4683,74.8,RENT,10.72,20000,5654,75, 36 months,Debt consolidation,18600,329.28,19400,Not Verified,6,4
31200,Individual,5811,70.5,RENT,7.02,13000,9096,66.7, 36 months,Credit card refinancing,19700,140.06,19700,Source Verified,7,1
50562,Individual,8072,42.3,MORTGAGE,7.56,6500,3292,0, 36 months,Credit card refinancing,14000,84.98,23400,Not Verified,7,5
220000,Individual,21537,19.9,MORTGAGE,10.33,13000,3572,0, 36 months,Debt consolidation,26900,232.34,70400,Not Verified,6,4
81500,Individual,20418,16.7,MORTGAGE,12.98,25000,3463,16.7, 60 months,Debt consolidation,24500,466.25,48100,Verified,6,4
60000,Individual,2648,92.9,MORTGAGE,10.33,20000,9672,100, 36 months,Credit card refinancing,37100,166.42,40400,Source Verified,6,5
63500,Individual,42477,19.2,RENT,7.02,10500,4366,0, 36 months,Credit card refinancing,52600,125.41,65400,Not Verified,7,3
85000,Individual,32490,14.7,RENT,8.81,15000,3219,0, 36 months,Debt consolidation,38100,202.89,40600,Source Verified,7,2
40000,Individual,4897,2.1,RENT,8.81,4000,103,0, 36 months,Credit card refinancing,5000,56.01,7500,Source Verified,7,5
180000,Individual,54308,46.7,MORTGAGE,12.98,40000,10674,55.6, 60 months,Debt consolidation,101900,802.48,106100,Source Verified,6,4
43000,Joint App,669,92.8,MORTGAGE,10.72,15000,8421,50, 60 months,Debt consolidation,9300,270.77,28100,Source Verified,6,4
70000,Individual,9708,71.9,RENT,10.33,25000,11446,50, 36 months,Debt consolidation,34500,387.53,34500,Not Verified,6,1
103000,Individual,20451,18.2,RENT,11.31,9200,2346,0, 36 months,Debt consolidation,25000,159.83,32600,Source Verified,6,4
98000,Joint App,61859,33.1,MORTGAGE,12.98,16500,15675,0, 60 months,Debt consolidation,92400,331.02,195400,Source Verified,6,5
105000,Individual,75469,11.7,MORTGAGE,10.72,25000,9602,0, 36 months,Debt consolidation,85500,344.6,88700,Source Verified,6,1
48000,Individual,785,95.8,RENT,8.19,15000,11164,100, 36 months,Debt consolidation,18600,188.58,32300,Not Verified,7,1
